assigned_vars_st,avg_degree,block_add_count,block_ctd_count,block_ctu_count,block_div_count,block_eq_count,block_ge_count,block_gt_count,block_le_count,block_lt_count,block_mul_count,block_ne_count,block_sub_count,block_tof_count,block_ton_count,block_types,fan_in_max,fan_out_max,file_name,file_path,function_block_names,has_arithmetic,has_custom_blocks,has_fbd,has_feedback_loop,has_ld,has_loop_construct,has_sfc,has_st,has_threshold_logic,il_like_sequence,input_var_names,label,local_var_names,logic_depth_approx,max_degree,n_assignments,n_blocks,n_bool_inputs,n_bool_outputs,n_coils,n_coils_negated,n_comparisons,n_conditionals_total,n_connections,n_constants,n_contacts,n_contacts_negated,n_derived_local_vars,n_end_if,n_end_while,n_false_literals,n_function_blocks,n_if,n_inVariables,n_inputs,n_int_inputs,n_int_outputs,n_isolated_nodes,n_left_power_rails,n_local_ids,n_local_vars,n_outVariables,n_outputs,n_outputs_written,n_physical_inputs,n_physical_outputs,n_pous,n_programs,n_right_power_rails,n_tasks,n_then,n_true_literals,n_unique_assigned_vars_st,n_unique_blocks,n_variables_total,n_while,output_var_names,outputs_multi_write,pou_names,seq_has_call,seq_has_ld,seq_has_ldn,seq_has_out,seq_n_lines,seq_n_unique_opcodes,seq_n_unique_operands,seq_opcode_vocab,st_text_length,task_intervals,task_priorities,written_output_names
OUT_MV1;OUT_MV2;real_value,2.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,EQ:1;stop_cycle:1;valves_handler:1,4,4,lstop_eq.xml,lstop_eq.xml,stop_cycle;valves_handler,1,1,0,1,1,0,0,1,1,"LDN STOP
IN VALUE
OUTVAR MV1
OUTVAR MV2
LD CYCLE_ON
LD CYCLE_ON
IN TLB1
IN TLB2
LD START
OUT CYCLE_ON
IN IN1
IN 1
CALL EQ
ARG EN
ARG IN1
ARG IN2
RET ENO
RET OUT
CALL valves_handler:valves_handler0
ARG EN
ARG IN1
ARG IN_TLB1
ARG IN_TLB2
RET ENO
RET OUT_MV1
RET OUT_MV2
LDN CYCLE_ON
CALL stop_cycle:stop_cycle0
ARG EN
RET ENO
RET OUT_MV1
RET OUT_MV2
OUTVAR MV1
OUTVAR MV2",IN1;IN1;IN_TLB1;IN_TLB2;START;STOP;TLB1;TLB2;VALUE,,real_value;stop_cycle0;valves_handler0,4,7,7,3,2,7,1,0,9,2,22,1,5,2,2,2,0,4,2,2,5,9,7,0,0,1,20,3,4,7,3,0,0,3,1,1,1,2,2,3,3,19,0,CYCLE_ON;MV1;MV2;OUT_MV1;OUT_MV1;OUT_MV2;OUT_MV2,2,program0;stop_cycle;valves_handler,1,1,1,1,34,8,21,ARG:8;CALL:3;IN:5;LD:3;LDN:2;OUT:1;OUTVAR:4;RET:8,246,T#20ms,0,CYCLE_ON;MV1;MV2
OUT_MV1;OUT_MV2;real_value,2.1176,0,0,0,0,1,0,0,0,0,0,0,0,0,0,EQ:1;valves_handler:1,3,5,lstop_eq1.xml,lstop_eq1.xml,valves_handler,1,1,0,1,1,0,0,1,1,"LDN STOP
IN VALUE
OUTVAR MV1
OUTVAR MV2
LD CYCLE_ON
LD CYCLE_ON
IN TLB1
IN TLB2
LD START
OUT CYCLE_ON
IN IN1
IN 1
CALL EQ
ARG EN
ARG IN1
ARG IN2
RET ENO
RET OUT
CALL valves_handler:valves_handler0
ARG EN
ARG IN1
ARG STOP
ARG IN_TLB1
ARG IN_TLB2
RET ENO
RET OUT_MV1
RET OUT_MV2
IN STOP",IN1;IN1;IN_TLB1;IN_TLB2;START;STOP;STOP;TLB1;TLB2;VALUE,,real_value;valves_handler0,4,8,7,2,3,5,1,0,10,3,18,1,4,1,1,3,0,4,1,3,6,10,7,0,0,1,17,2,2,5,3,0,0,2,1,1,1,3,3,3,2,17,0,CYCLE_ON;MV1;MV2;OUT_MV1;OUT_MV2,0,program0;valves_handler,1,1,1,1,28,8,20,ARG:8;CALL:2;IN:6;LD:3;LDN:1;OUT:1;OUTVAR:2;RET:5,266,T#20ms,0,CYCLE_ON;MV1;MV2
OUT_MV1;OUT_MV2;real_value,2.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,GE:1;stop_cycle:1;valves_handler:1,4,4,lstop_ge.xml,lstop_ge.xml,stop_cycle;valves_handler,1,1,0,1,1,0,0,1,1,"LDN STOP
IN VALUE
OUTVAR MV1
OUTVAR MV2
LD CYCLE_ON
LD CYCLE_ON
IN TLB1
IN TLB2
LD START
OUT CYCLE_ON
IN IN1
IN 5
CALL GE
ARG EN
ARG IN1
ARG IN2
RET ENO
RET OUT
CALL valves_handler:valves_handler0
ARG EN
ARG IN1
ARG IN_TLB1
ARG IN_TLB2
RET ENO
RET OUT_MV1
RET OUT_MV2
CALL stop_cycle:stop_cycle0
ARG EN
RET ENO
RET OUT_MV1
RET OUT_MV2
LDN CYCLE_ON
OUTVAR MV1
OUTVAR MV2",IN1;IN1;IN_TLB1;IN_TLB2;START;STOP;TLB1;TLB2;VALUE,,real_value;stop_cycle0;valves_handler0,6,7,7,3,2,7,1,0,9,2,22,1,5,2,2,2,0,4,2,2,5,9,7,0,0,1,20,3,4,7,3,0,0,3,1,1,1,2,2,3,3,19,0,CYCLE_ON;MV1;MV2;OUT_MV1;OUT_MV1;OUT_MV2;OUT_MV2,2,program0;stop_cycle;valves_handler,1,1,1,1,34,8,21,ARG:8;CALL:3;IN:5;LD:3;LDN:2;OUT:1;OUTVAR:4;RET:8,247,T#20ms,0,CYCLE_ON;MV1;MV2
OUT_MV1;OUT_MV2;real_value,2.1176,0,0,0,0,0,1,0,0,0,0,0,0,0,0,GE:1;valves_handler:1,3,5,lstop_ge1.xml,lstop_ge1.xml,valves_handler,1,1,0,1,1,0,0,1,1,"LDN STOP
IN VALUE
OUTVAR MV1
OUTVAR MV2
LD CYCLE_ON
LD CYCLE_ON
IN TLB1
IN TLB2
LD START
OUT CYCLE_ON
IN IN1
IN 5
CALL GE
ARG EN
ARG IN1
ARG IN2
RET ENO
RET OUT
CALL valves_handler:valves_handler0
ARG EN
ARG IN1
ARG STOP
ARG IN_TLB1
ARG IN_TLB2
RET ENO
RET OUT_MV1
RET OUT_MV2
IN STOP",IN1;IN1;IN_TLB1;IN_TLB2;START;STOP;STOP;TLB1;TLB2;VALUE,,real_value;valves_handler0,6,8,7,2,3,5,1,0,10,3,18,1,4,1,1,3,0,4,1,3,6,10,7,0,0,1,17,2,2,5,3,0,0,2,1,1,1,3,3,3,2,17,0,CYCLE_ON;MV1;MV2;OUT_MV1;OUT_MV2,0,program0;valves_handler,1,1,1,1,28,8,20,ARG:8;CALL:2;IN:6;LD:3;LDN:1;OUT:1;OUTVAR:2;RET:5,266,T#20ms,0,CYCLE_ON;MV1;MV2
OUT_MV1;OUT_MV2;real_value,2.2105,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GT:1;stop_cycle:1;valves_handler:1,4,4,lstop_gt.xml,lstop_gt.xml,stop_cycle;valves_handler,1,1,0,1,1,0,0,1,1,"LDN STOP
IN VALUE
OUTVAR MV1
OUTVAR MV2
LD CYCLE_ON
LD CYCLE_ON
IN TLB1
IN TLB2
LD START
OUT CYCLE_ON
IN IN1
IN 1
CALL GT
ARG EN
ARG IN1
ARG IN2
RET ENO
RET OUT
CALL valves_handler:valves_handler0
ARG EN
ARG IN1
ARG IN_TLB1
ARG IN_TLB2
RET ENO
RET OUT_MV1
RET OUT_MV2
CALL stop_cycle:stop_cycle0
ARG EN
RET ENO
RET OUT_MV1
RET OUT_MV2
OUTVAR MV1
OUTVAR MV2",IN1;IN1;IN_TLB1;IN_TLB2;START;STOP;TLB1;TLB2;VALUE,,real_value;stop_cycle0;valves_handler0,6,7,7,3,2,7,1,0,9,2,21,1,4,1,2,2,0,4,2,2,5,9,7,0,0,1,19,3,4,7,3,0,0,3,1,1,1,2,2,3,3,19,0,CYCLE_ON;MV1;MV2;OUT_MV1;OUT_MV1;OUT_MV2;OUT_MV2,2,program0;stop_cycle;valves_handler,1,1,1,1,33,8,21,ARG:8;CALL:3;IN:5;LD:3;LDN:1;OUT:1;OUTVAR:4;RET:8,248,T#20ms,0,CYCLE_ON;MV1;MV2
OUT_MV1;OUT_MV2;real_value,2.1176,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GT:1;valves_handler:1,3,5,lstop_gt1.xml,lstop_gt1.xml,valves_handler,1,1,0,1,1,0,0,1,1,"LDN STOP
IN VALUE
OUTVAR MV1
OUTVAR MV2
LD CYCLE_ON
LD CYCLE_ON
IN TLB1
IN TLB2
LD START
OUT CYCLE_ON
IN IN1
IN 5
CALL GT
ARG EN
ARG IN1
ARG IN2
RET ENO
RET OUT
CALL valves_handler:valves_handler0
ARG EN
ARG IN1
ARG STOP
ARG IN_TLB1
ARG IN_TLB2
RET ENO
RET OUT_MV1
RET OUT_MV2
IN STOP",IN1;IN1;IN_TLB1;IN_TLB2;START;STOP;STOP;TLB1;TLB2;VALUE,,real_value;valves_handler0,4,8,7,2,3,5,1,0,10,3,18,1,4,1,1,3,0,4,1,3,6,10,7,0,0,1,17,2,2,5,3,0,0,2,1,1,1,3,3,3,2,17,0,CYCLE_ON;MV1;MV2;OUT_MV1;OUT_MV2,0,program0;valves_handler,1,1,1,1,28,8,20,ARG:8;CALL:2;IN:6;LD:3;LDN:1;OUT:1;OUTVAR:2;RET:5,266,T#20ms,0,CYCLE_ON;MV1;MV2
OUT_MV1;OUT_MV2,2.2857,0,0,0,0,0,0,0,0,0,0,0,1,0,0,SUB:1;stop_cycle:1;valves_handler:1,5,4,lsub_function.xml,lsub_function.xml,stop_cycle;valves_handler,0,1,0,1,1,0,0,1,1,"LD START
LDN STOP
OUT CYCLE_ON
IN FILTERED_VALUE
OUTVAR MV1
OUTVAR MV2
LD CYCLE_ON
LD CYCLE_ON
IN TLB1
IN TLB2
CALL SUB
ARG EN
ARG IN1
ARG IN2
RET ENO
RET OUT
IN 10
IN VALUE
OUTVAR FILTERED_VALUE
CALL valves_handler:valves_handler0
ARG EN
ARG IN1
ARG IN_TLB1
ARG IN_TLB2
RET ENO
RET OUT_MV1
RET OUT_MV2
LDN CYCLE_ON
CALL stop_cycle:stop_cycle0
ARG EN
RET ENO
RET OUT_MV1
RET OUT_MV2
OUTVAR MV1
OUTVAR MV2",IN1;IN_TLB1;IN_TLB2;START;STOP;TLB1;TLB2;VALUE,,FILTERED_VALUE;real_value;stop_cycle0;valves_handler0,4,7,6,3,2,7,1,0,8,2,24,0,5,2,2,2,0,4,2,2,5,8,6,0,0,1,21,4,5,7,4,0,0,3,1,1,1,2,2,2,3,19,0,CYCLE_ON;MV1;MV2;OUT_MV1;OUT_MV1;OUT_MV2;OUT_MV2,2,program0;stop_cycle;valves_handler,1,1,1,1,35,8,22,ARG:8;CALL:3;IN:5;LD:3;LDN:2;OUT:1;OUTVAR:5;RET:8,224,T#20ms,0,CYCLE_ON;FILTERED_VALUE;MV1;MV2
OUT_MV1;OUT_MV2,2.2857,0,0,0,0,0,0,0,0,0,0,0,1,0,0,SUB:1;stop_cycle:1;valves_handler:1,5,4,lsub_function1.xml,lsub_function1.xml,stop_cycle;valves_handler,0,1,0,1,1,0,0,1,1,"LD START
LDN STOP
OUT CYCLE_ON
IN FILTERED_VALUE
OUTVAR MV1
OUTVAR MV2
LD CYCLE_ON
LD CYCLE_ON
IN TLB1
IN TLB2
IN 10
IN VALUE
OUTVAR FILTERED_VALUE
CALL SUB
ARG EN
ARG IN1
ARG IN2
RET ENO
RET OUT
CALL valves_handler:valves_handler0
ARG EN
ARG IN1
ARG IN_TLB1
ARG IN_TLB2
RET ENO
RET OUT_MV1
RET OUT_MV2
CALL stop_cycle:stop_cycle0
ARG EN
RET ENO
RET OUT_MV1
RET OUT_MV2
LDN CYCLE_ON
OUTVAR MV1
OUTVAR MV2",IN1;IN_TLB1;IN_TLB2;START;STOP;TLB1;TLB2;VALUE,,FILTERED_VALUE;real_value;stop_cycle0;valves_handler0,4,7,6,3,2,7,1,0,8,2,24,0,5,2,2,2,0,4,2,2,5,8,6,0,0,1,21,4,5,7,4,0,0,3,1,1,1,2,2,2,3,19,0,CYCLE_ON;MV1;MV2;OUT_MV1;OUT_MV1;OUT_MV2;OUT_MV2,2,program0;stop_cycle;valves_handler,1,1,1,1,35,8,22,ARG:8;CALL:3;IN:5;LD:3;LDN:2;OUT:1;OUTVAR:5;RET:8,224,T#20ms,0,CYCLE_ON;FILTERED_VALUE;MV1;MV2
OUT_MV1;OUT_MV2,2.2857,0,0,0,0,0,0,0,0,0,0,0,1,0,0,SUB:1;stop_cycle:1;valves_handler:1,5,4,lsub_function2.xml,lsub_function2.xml,stop_cycle;valves_handler,0,1,0,1,1,0,0,1,1,"LD START
LDN STOP
OUT CYCLE_ON
IN FILTERED_VALUE
OUTVAR MV1
OUTVAR MV2
LD CYCLE_ON
LD CYCLE_ON
IN TLB1
IN TLB2
IN 10
IN VALUE
OUTVAR FILTERED_VALUE
CALL SUB
ARG EN
ARG IN1
ARG IN2
RET ENO
RET OUT
CALL valves_handler:valves_handler0
ARG EN
ARG IN1
ARG IN_TLB1
ARG IN_TLB2
RET ENO
RET OUT_MV1
RET OUT_MV2
LDN CYCLE_ON
CALL stop_cycle:stop_cycle0
ARG EN
RET ENO
RET OUT_MV1
RET OUT_MV2
OUTVAR MV1
OUTVAR MV2",IN1;IN_TLB1;IN_TLB2;START;STOP;TLB1;TLB2;VALUE,,FILTERED_VALUE;real_value;stop_cycle0;valves_handler0,4,7,6,3,2,7,1,0,8,2,24,0,5,2,2,2,0,4,2,2,5,8,6,0,0,1,21,4,5,7,4,0,0,3,1,1,1,2,2,2,3,19,0,CYCLE_ON;MV1;MV2;OUT_MV1;OUT_MV1;OUT_MV2;OUT_MV2,2,program0;stop_cycle;valves_handler,1,1,1,1,35,8,22,ARG:8;CALL:3;IN:5;LD:3;LDN:2;OUT:1;OUTVAR:5;RET:8,224,T#20ms,0,CYCLE_ON;FILTERED_VALUE;MV1;MV2
OUT_MV1;OUT_MV2,2.2222,0,0,0,0,0,0,0,0,0,0,0,1,0,0,SUB:1;valves_handler:1,4,5,lsub_function3.xml,lsub_function3.xml,valves_handler,0,1,0,1,1,0,0,1,1,"LD START
LDN STOP
OUT CYCLE_ON
IN FILTERED_VALUE
OUTVAR MV1
OUTVAR MV2
LD CYCLE_ON
LD CYCLE_ON
IN TLB1
IN TLB2
IN 10
IN VALUE
OUTVAR FILTERED_VALUE
CALL SUB
ARG EN
ARG IN1
ARG IN2
RET ENO
RET OUT
CALL valves_handler:valves_handler0
ARG EN
ARG IN1
ARG STOP
ARG IN_TLB1
ARG IN_TLB2
RET ENO
RET OUT_MV1
RET OUT_MV2
IN STOP",IN1;IN_TLB1;IN_TLB2;START;STOP;STOP;TLB1;TLB2;VALUE,,FILTERED_VALUE;real_value;valves_handler0,4,8,6,2,3,5,1,0,9,3,20,0,4,1,1,3,0,4,1,3,6,9,6,0,0,1,18,3,3,5,4,0,0,2,1,1,1,3,3,2,2,17,0,CYCLE_ON;MV1;MV2;OUT_MV1;OUT_MV2,0,program0;valves_handler,1,1,1,1,29,8,21,ARG:8;CALL:2;IN:6;LD:3;LDN:1;OUT:1;OUTVAR:3;RET:5,243,T#20ms,0,CYCLE_ON;FILTERED_VALUE;MV1;MV2
OUT;OUT_MV1;OUT_MV2;real_value,2.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ac_cycle:1;stop_cycle:1;valves_handler:1,4,4,lsubstitution_coil.xml,lsubstitution_coil.xml,ac_cycle;stop_cycle;valves_handler,1,1,0,1,1,0,0,1,1,"LDN STOP
IN VALUE
OUTVAR MV1
OUTVAR MV2
LD CYCLE_ON
LD CYCLE_ON
IN TLB1
IN TLB2
LD START
CALL ac_cycle:cycle0
ARG EN
ARG IN1
RET ENO
RET OUT
OUTVAR CYCLE_ON
CALL valves_handler:valves_handler0
ARG EN
ARG IN1
ARG IN_TLB1
ARG IN_TLB2
RET ENO
RET OUT_MV1
RET OUT_MV2
CALL stop_cycle:stop_cycle0
ARG EN
RET ENO
RET OUT_MV1
RET OUT_MV2
OUTVAR MV1
OUTVAR MV2
LDN CYCLE_ON",IN1;IN1;IN_TLB1;IN_TLB2;START;STOP;TLB1;TLB2;VALUE,,cycle0;real_value;stop_cycle0;valves_handler0,6,7,8,3,3,8,0,0,10,2,21,1,5,2,3,2,0,4,3,2,3,9,6,0,0,1,18,4,5,8,3,0,0,4,1,1,1,2,2,4,3,21,0,CYCLE_ON;MV1;MV2;OUT;OUT_MV1;OUT_MV1;OUT_MV2;OUT_MV2,2,ac_cycle;program0;stop_cycle;valves_handler,1,1,1,0,31,7,19,ARG:7;CALL:3;IN:3;LD:3;LDN:2;OUTVAR:5;RET:8,277,T#20ms,0,CYCLE_ON;MV1;MV2
OUT;OUT_MV1;OUT_MV2;real_value,2.2667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ac_cycle:1;valves_handler:1,3,5,lsubstitution_coil1.xml,lsubstitution_coil1.xml,ac_cycle;valves_handler,1,1,0,1,1,0,0,1,1,"LDN STOP
IN VALUE
OUTVAR MV1
OUTVAR MV2
LD CYCLE_ON
LD CYCLE_ON
IN TLB1
IN TLB2
LD START
CALL ac_cycle:cycle0
ARG EN
ARG IN1
RET ENO
RET OUT
OUTVAR CYCLE_ON
CALL valves_handler:valves_handler0
ARG EN
ARG IN1
ARG STOP
ARG IN_TLB1
ARG IN_TLB2
RET ENO
RET OUT_MV1
RET OUT_MV2
IN STOP",IN1;IN1;IN_TLB1;IN_TLB2;START;STOP;STOP;TLB1;TLB2;VALUE,,cycle0;real_value;valves_handler0,6,8,8,2,4,6,0,0,11,3,17,1,4,1,2,3,0,4,2,3,4,10,6,0,0,1,15,3,3,6,3,0,0,3,1,1,1,3,3,4,2,19,0,CYCLE_ON;MV1;MV2;OUT;OUT_MV1;OUT_MV2,0,ac_cycle;program0;valves_handler,1,1,1,0,25,7,18,ARG:7;CALL:2;IN:4;LD:3;LDN:1;OUTVAR:3;RET:5,295,T#20ms,0,CYCLE_ON;MV1;MV2
OUT;OUT_MV1;OUT_MV2;real_value,2.2222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,start:1;stop_cycle:1;valves_handler:1,4,4,lsubstitution_start.xml,lsubstitution_start.xml,start;stop_cycle;valves_handler,1,1,0,1,1,0,0,1,1,"LDN STOP
OUT CYCLE_ON
IN VALUE
OUTVAR MV1
OUTVAR MV2
LD CYCLE_ON
LD CYCLE_ON
IN TLB1
IN TLB2
CALL start:start0
ARG EN
ARG IN1
RET ENO
RET OUT
IN in1
CALL valves_handler:valves_handler0
ARG EN
ARG IN1
ARG IN_TLB1
ARG IN_TLB2
RET ENO
RET OUT_MV1
RET OUT_MV2
LDN CYCLE_ON
CALL stop_cycle:stop_cycle0
ARG EN
RET ENO
RET OUT_MV1
RET OUT_MV2
OUTVAR MV1
OUTVAR MV2",IN1;IN1;IN_TLB1;IN_TLB2;STOP;TLB1;TLB2;VALUE;in1,,real_value;start0;stop_cycle0;valves_handler0,6,7,9,3,3,8,1,0,12,3,20,1,4,2,3,3,0,5,3,3,4,9,6,0,0,1,18,4,4,8,3,0,0,4,1,1,1,3,4,4,3,21,0,CYCLE_ON;MV1;MV2;OUT;OUT_MV1;OUT_MV1;OUT_MV2;OUT_MV2,2,program0;start;stop_cycle;valves_handler,1,1,1,1,31,8,19,ARG:7;CALL:3;IN:4;LD:2;LDN:2;OUT:1;OUTVAR:4;RET:8,320,T#20ms,0,CYCLE_ON;MV1;MV2
OUT;OUT_MV1;OUT_MV2;real_value,2.1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,start:1;valves_handler:1,3,5,lsubstitution_start1.xml,lsubstitution_start1.xml,start;valves_handler,1,1,0,1,1,0,0,1,1,"LDN STOP
OUT CYCLE_ON
IN VALUE
OUTVAR MV1
OUTVAR MV2
LD CYCLE_ON
LD CYCLE_ON
IN TLB1
IN TLB2
CALL start:start0
ARG EN
ARG IN1
RET ENO
RET OUT
IN in1
CALL valves_handler:valves_handler0
ARG EN
ARG IN1
ARG STOP
ARG IN_TLB1
ARG IN_TLB2
RET ENO
RET OUT_MV1
RET OUT_MV2
IN STOP",IN1;IN1;IN_TLB1;IN_TLB2;STOP;STOP;TLB1;TLB2;VALUE;in1,,real_value;start0;valves_handler0,4,8,9,2,4,6,1,0,13,4,16,1,3,1,2,4,0,5,2,4,5,10,6,0,0,1,15,3,2,6,3,0,0,3,1,1,1,4,5,4,2,19,0,CYCLE_ON;MV1;MV2;OUT;OUT_MV1;OUT_MV2,0,program0;start;valves_handler,1,1,1,1,25,8,18,ARG:7;CALL:2;IN:5;LD:2;LDN:1;OUT:1;OUTVAR:2;RET:5,337,T#20ms,0,CYCLE_ON;MV1;MV2
OUT;OUT_MV1;OUT_MV2;real_value,2.2222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,stop:1;stop_cycle:1;valves_handler:1,4,4,lsubstitution_stop.xml,lsubstitution_stop.xml,stop;stop_cycle;valves_handler,1,1,0,1,1,0,0,1,1,"OUT CYCLE_ON
IN VALUE
OUTVAR MV1
OUTVAR MV2
LD CYCLE_ON
LD CYCLE_ON
IN TLB1
IN TLB2
IN in1
LD START
CALL stop:stop0
ARG EN
ARG IN1
RET ENO
RET OUT
CALL valves_handler:valves_handler0
ARG EN
ARG IN1
ARG IN_TLB1
ARG IN_TLB2
RET ENO
RET OUT_MV1
RET OUT_MV2
CALL stop_cycle:stop_cycle0
ARG EN
RET ENO
RET OUT_MV1
RET OUT_MV2
LDN CYCLE_ON
OUTVAR MV1
OUTVAR MV2",IN1;IN1;IN_TLB1;IN_TLB2;START;TLB1;TLB2;VALUE;in1,,real_value;stop0;stop_cycle0;valves_handler0,4,7,9,3,3,8,1,0,12,3,20,1,4,1,3,3,0,6,3,3,4,9,6,0,0,1,18,4,4,8,3,0,0,4,1,1,1,3,3,4,3,21,0,CYCLE_ON;MV1;MV2;OUT;OUT_MV1;OUT_MV1;OUT_MV2;OUT_MV2,2,program0;stop;stop_cycle;valves_handler,1,1,1,1,31,8,19,ARG:7;CALL:3;IN:4;LD:3;LDN:1;OUT:1;OUTVAR:4;RET:8,322,T#20ms,0,CYCLE_ON;MV1;MV2
OUT;OUT_MV1;OUT_MV2;real_value,2.1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,stop:1;valves_handler:1,3,5,lsubstitution_stop1.xml,lsubstitution_stop1.xml,stop;valves_handler,1,1,0,1,1,0,0,1,1,"OUT CYCLE_ON
IN VALUE
OUTVAR MV1
OUTVAR MV2
LD CYCLE_ON
LD CYCLE_ON
IN TLB1
IN TLB2
IN input1
LD START
CALL stop:stop0
ARG EN
ARG IN1
RET ENO
RET OUT
CALL valves_handler:valves_handler0
ARG EN
ARG IN1
ARG input1
ARG IN_TLB1
ARG IN_TLB2
RET ENO
RET OUT_MV1
RET OUT_MV2
IN input1",IN1;IN1;IN_TLB1;IN_TLB2;START;TLB1;TLB2;VALUE;input1;input1,,real_value;stop0;valves_handler0,6,8,9,2,4,6,1,0,13,4,16,1,3,0,2,4,0,6,2,4,5,10,6,0,0,1,15,3,2,6,3,0,0,3,1,1,1,4,4,4,2,19,0,CYCLE_ON;MV1;MV2;OUT;OUT_MV1;OUT_MV2,0,program0;stop;valves_handler,1,1,0,1,25,7,18,ARG:7;CALL:2;IN:5;LD:3;OUT:1;OUTVAR:2;RET:5,342,T#20ms,0,CYCLE_ON;MV1;MV2
OUT;OUT_MV1;OUT_MV2;real_value;value_real,2.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,stop_cycle:1;value_filtering:1;valves_handler:1,5,4,lvalue_filtering.xml,lvalue_filtering.xml,stop_cycle;value_filtering;valves_handler,1,1,0,1,1,0,0,1,1,"LD START
LDN STOP
OUT CYCLE_ON
OUTVAR MV1
OUTVAR MV2
LD CYCLE_ON
LD CYCLE_ON
IN TLB1
IN TLB2
CALL value_filtering:value_filtering0
ARG EN
ARG IN1
RET ENO
RET OUT
IN VALUE
CALL valves_handler:valves_handler0
ARG EN
ARG IN1
ARG IN_TLB1
ARG IN_TLB2
RET ENO
RET OUT_MV1
RET OUT_MV2
CALL stop_cycle:stop_cycle0
ARG EN
RET ENO
RET OUT_MV1
RET OUT_MV2
LDN CYCLE_ON
OUTVAR MV1
OUTVAR MV2",IN1;IN1;IN_TLB1;IN_TLB2;START;STOP;TLB1;TLB2;VALUE,,real_value;stop_cycle0;value_filtering0;value_real;valves_handler0,4,7,9,3,2,7,1,0,11,2,21,2,5,2,3,2,0,4,3,2,3,9,7,1,0,1,18,5,4,8,3,0,0,4,1,1,1,2,2,5,3,22,0,CYCLE_ON;MV1;MV2;OUT;OUT_MV1;OUT_MV1;OUT_MV2;OUT_MV2,2,program0;stop_cycle;value_filtering;valves_handler,1,1,1,1,31,8,19,ARG:7;CALL:3;IN:3;LD:3;LDN:2;OUT:1;OUTVAR:4;RET:8,304,T#20ms,0,CYCLE_ON;MV1;MV2
OUT;OUT_MV1;OUT_MV2;real_value;value_real,2.1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,value_filtering:1;valves_handler:1,3,5,lvalue_filtering1.xml,lvalue_filtering1.xml,value_filtering;valves_handler,1,1,0,1,1,0,0,1,1,"LD START
LDN STOP
OUT CYCLE_ON
OUTVAR MV1
OUTVAR MV2
LD CYCLE_ON
LD CYCLE_ON
IN TLB1
IN TLB2
CALL value_filtering:value_filtering0
ARG IN1
RET OUT
IN VALUE
CALL valves_handler:valves_handler0
ARG EN
ARG IN1
ARG STOP
ARG IN_TLB1
ARG IN_TLB2
RET ENO
RET OUT_MV1
RET OUT_MV2
IN STOP",IN1;IN1;IN_TLB1;IN_TLB2;START;STOP;STOP;TLB1;TLB2;VALUE,,real_value;value_filtering0;value_real;valves_handler0,4,8,9,2,3,5,1,0,12,3,16,2,4,1,2,3,0,4,2,3,4,10,7,1,0,1,15,4,2,6,3,0,0,3,1,1,1,3,3,5,2,20,0,CYCLE_ON;MV1;MV2;OUT;OUT_MV1;OUT_MV2,0,program0;value_filtering;valves_handler,1,1,1,1,23,8,18,ARG:6;CALL:2;IN:4;LD:3;LDN:1;OUT:1;OUTVAR:2;RET:4,322,T#20ms,0,CYCLE_ON;MV1;MV2
OUT_MV1;OUT_MV2;real_value,2.1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,stop_cycle:1;valves_handler:1,4,4,lvalves_handler.xml,lvalves_handler.xml,stop_cycle;valves_handler,1,1,0,1,1,0,0,1,1,"LD START
LDN STOP
OUT CYCLE_ON
IN VALUE
OUTVAR MV1
OUTVAR MV2
LD CYCLE_ON
LD CYCLE_ON
IN TLB1
IN TLB2
CALL valves_handler:valves_handler0
ARG EN
ARG IN1
ARG IN_TLB1
ARG IN_TLB2
RET ENO
RET OUT_MV1
RET OUT_MV2
LDN STOP
LDN CYCLE_ON
CALL stop_cycle:stop_cycle0
ARG EN
RET ENO
RET OUT_MV1
RET OUT_MV2
OUTVAR MV1
OUTVAR MV2",IN1;IN_TLB1;IN_TLB2;START;STOP;TLB1;TLB2;VALUE,,real_value;stop_cycle0;valves_handler0,4,7,7,2,2,7,1,0,9,2,19,1,6,3,2,2,0,4,2,2,3,8,6,0,1,1,18,3,4,7,3,0,0,3,1,1,1,2,2,3,2,18,0,CYCLE_ON;MV1;MV2;OUT_MV1;OUT_MV1;OUT_MV2;OUT_MV2,2,program0;stop_cycle;valves_handler,1,1,1,1,27,8,17,ARG:5;CALL:2;IN:3;LD:3;LDN:3;OUT:1;OUTVAR:4;RET:6,247,T#20ms,0,CYCLE_ON;MV1;MV2
